	Collaborative	Comments	Date	Day	Dogs	Equipment	Month	NoActivity	Other	Other_Activity	PhotoFiles	Power_Boats	Precipation	Precipitation	Ratio	Ratio_LESA	Ratio_WESA	RecordID	Sea_State	Site	SiteID	SiteName	Source	Survey Site	Tide_End	Tide_Start	Tide_State_End	Tide_State_Start	Time_End	Time_Start	Unpowered_Boat	Vis_Reason	Vis_Reason_Other	Visibility	Walkers	Weather	YES_NO_WESA_Obs	Year
136		"No falcon attacks

Was only able to enter 9 counts, but this only covered the first 2 hours - still have counts for 11:00 and 11:30 to enter? (they were 0, tide was 275m and 250 m from shoreline.
We used end of Price Rd to estimate distance from shoreline to water mark "			3	Spotting scope				Person slogging through mudflat hauling dinghy	ViewRoyal Observer Location.pdf	1		None				VRYL2013720	Calm	View Royal	VRYL		Online		1.2 m	0.4 m	Mid-tide	Low-tide	11:30	09:00	1			1km	5	Clear		
137		"no falcons observed. Counts at 12:15 and 12:30 were both 0.
waterline was 250m and 225 m from foot of Price Rd respectively"			1	Spotting scope						0		None				VRYL2013721	Rippled	View Royal	VRYL		Online		1.3 m	0.3 m	Mid-low	Low-tide	12:30	10:00	0			1km	1	Partly-Cloudy		
138		I saw a flock of peeps and though they were WESA, however as I get better light conditions and closer individuals I spot several LESA, I scanned several individuals an took a few pictures. All look similar size, and in those which the legs were visible they were yellow. I asign all of them as LESA. 			2	Spotting scope					DSCF6350-DSCF6354, DSCF6368, DSCF6378, DSCF6381, DSCF6383	0		None				SJEN2013719		Jensens_S	SJEN		Online				High-tide	Mid-low	20:00	18:00	0			500m	0	Partly-Cloudy	I did observe any Western Sandpipers during the entire survey	
139		70 LESA arrived 19:30 at Jensens_N and gradually entered Jensens_S			1	Spotting scope				2 young Black Bears in the opposite shore. Neighbors made detonations to scary them. 	DSCF6507-6510			None				SJEN2013720		Jensens_S	SJEN		Online				Mid-high	Mid-low	20:00	17:30					3	Overcast	I did observe any Western Sandpipers during the entire survey	
140		Mudlfats on the site remained dry over the entire period,				Spotting scope		No activity			DSCF6797-6799			None				SJEN2013721		Jensens_S	SJEN		Online				Mid-low	Mid-low	20:00	17:30				500m		Overcast	I did observe any Western Sandpipers during the entire survey	
141						Spotting scope		No activity						None				NJEN2013719		Jensens Bay N	NJEN		Online				High-tide	Mid-tide	19:45	18:00				1km		Partly-Cloudy	I did observe any Western Sandpipers during the entire survey	
142						Spotting scope				Seaplane flyover				None				NJEN2013720	Calm	Jensens_N	NJEN		Online				Mid-low	Mid-low	20:00	17:30				1km	2	Overcast	I did observe any Western Sandpipers during the entire survey	
143		"Estimated distances of tide from shoreline 
July 19 Initial: 200m - Final: 0m
July 20 Initial: 500m - Final: 500m
July 21 Initial: 700m - Final: 700m "				Spotting scope		No activity						None				NJEN2013721	Calm	Jensens_N	NJEN		Online				Mid-low	Low-tide	20:00	17:30				1km		Overcast	I did observe any Western Sandpipers during the entire survey	
144		"1.  Include the option for ""both"" when listing Survey Equipment.
2.  Visibility varied from observation to observation and is recorded on paper.
3.  Spelling error in reporting whether or not Sandpipers were observed.  Both options say that at least 1 bird was seen."			2	Spotting scope					ESQ LA A 0700 (AUG 16, 2013) to ESQ LA B 0930 (AUG 16, 2013).  Due to the size of the files the photos will be sent on a DVD.	0		None				ESQU2013816	Calm	Esquimalt Lagoon	ESQU		Online		1.33 m	0.76 m	Mid-low	Low-tide	930	700	1	Weather		500m	1	Fog	I did observe any Western Sandpipers during the entire survey	
145		See my comments from Aug. 16, 2013.			2	Spotting scope					"ESQ LA A 0700 (AUG 17, 2013) to ESQ LA B 0930 (AUG 13, 2013)

Photos will be sent on DVD"	0		None				ESQU2013817	Calm	Esquimalt Lagoon	ESQU		Online		1.01 m	0.51 m	Mid-low	Low-tide	930	700	0			1km	4	Overcast	I did observe any Western Sandpipers during the entire survey	
146						Binoculars-only		No activity						None				KALE2013817	Rippled	malcolm island kaleva rd	KALE		Online		low	low	Mid-low	Low-tide	18:30	16:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
147		Best of luck with your study.  Hard copies and DVD will be sent tomorrow.			10	Spotting scope					"ESQ LA A 0800 (AUG 18, 2013) to ESQ LA B 1030 (AUG 18, 2013)

Due to file size the photos will be sent on a DVD."	0		None				ESQU2013818	Calm	Esquimalt Lagoon	ESQU		Online		mid-low (1.05 m)	low tide (0.41 M)	Mid-low	Low-tide	1030	800	2			1km	13	Partly-Cloudy	I did observe any Western Sandpipers during the entire survey	
148		I will send map with feeding and flight patterns				Spotting scope								None				EIDE2013817	Calm	Eide Road Ponds	EIDE		Online				High-tide	Mid-high	1600	1400				1km	5	Partly-Cloudy	I saw at least 1 WESA during the survey	
149		"First I chose ""I did observe any sandpipers during the entire survey"" because I thought that there should have been a ""Not"" in this statement somewhere. Anyway I didn't see any.
Historically I have found that the Grice Bay Boat Launch area and the survey location near it, quite poor for sandpipers. However today I saw a nice fallout of Townsend's Warblers as well as a few Wilson's and Orange-crowned."				Spotting scope		No activity						Rain				GRIC2013818	Calm	Grice Bay	GRIC		Online		2.9	1.7	High-tide	Mid-low	11:00	08:30				500m		Overcast	I did observe any Western Sandpipers during the entire survey	
150		"I did not see any Western Sandpipers or any sandpipers at all.
The tide was almost at the eelgrass when I arrived with 85% of the mudflat under water. Within an hour the entire mudflat was underwater. All I saw were a few gulls across the bay and an Osprey."				Spotting scope		No activity						None				GRIC2013817	Calm	Grice Bay	GRIC		Online		2.7	2.4	High-tide	High-tide	10:00	9:00						Clear	I did observe any Western Sandpipers during the entire survey	
151		at this site need to be here at lower tide			1	Spotting scope						0		None				DEEP2013816	Choppy	deep bay	DEEP		Online		3.4	2.5 m	Mid-high	Mid-low	13:130	11:00	2			1km	1	Partly-Cloudy	I saw at least 1 WESA during the survey	
152		changed survey time earlier based on friday result			2	Spotting scope						0		None				DEEP2013817	Choppy	deep bay	DEEP		Online		3.0 m	1.8 m	Mid-high	Mid-low	13:30	11:00	0			1km	2	Partly-Cloudy	I saw at least 1 WESA during the survey	
153		checked closely and all had black legs.  3 semipalmated plovers also feeding.  this site best at low tide, no good over 3m tide.  at low tide i used a central observation point to get a better count			2	Spotting scope						0		None				DEEP2013818	Choppy	deep bay	DEEP		Online		2.9	1.4 m	Mid-high	Low-tide	14:15	11:45	0			1km	7	Partly-Cloudy	I saw at least 1 WESA during the survey	
154						Spotting scope				"20 or so clam diggers at one end.
The question below should read ""I did NOT observe and Western Sandpipers during the entire survery"""				None				NANO2013817	Rippled	Nanoose Bay	NANO		Online		high	mid-low	Mid-high	Mid-low	2:30	12 noon				1km		Overcast	I did observe any Western Sandpipers during the entire survey	
155						Spotting scope				a few clam diggers at one end				None				NANO2013818	Choppy	Nanoose Bay	NANO		Online				High-tide	Mid-low	3:30	12:45						Overcast	I did observe any Western Sandpipers during the entire survey	
156		Too many sheets to manage. Proveide some guidelines for how to describe tideline for sites with complex shorelines, if is were the birds are or average for the whole site. 				Spotting scope		No activity						None				NJEN2013817	Calm	Jensens_N	NJEN		Online				High-tide	Mid-high	11:30	9:00		Weather	1Km after 9:45	500m		Overcast	I saw at least 1 WESA during the survey	
157						Spotting scope				1 seaplane				None				NJEN2013818	Calm	Jensens_N	NJEN		Online				High-tide	Mid-high	12:30	10:00				1km		Overcast	I saw at least 1 WESA during the survey	
158						Spotting scope				One paddleboarder				None				NJEN2013819	Calm	Jensens_N	NJEN		Online				High-tide	Mid-tide	12:15	10:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
159		"There was not a single shorebird of any species spotted during the time of the survey. However, 1000 WeSa plus falcon activity was spotted at nearby freshwater Eide Road/Leque Island pond.

Sea was mildly choppy at English Boom and mudflats were covered with tide. Plausible that shorebirds were pushed from the mudflats and landed instead at Eide pond."			0	Binoculars-only				Gunfire, probably target practice or gun club, in distance at start and at conclusion of survey.	2013-08-18EnglishBoomCamanoMid-Rise	0		None				ENBO2013818	Choppy	English Boom, Camano Island, WA, USA	ENBO		Online		~6.8ft	~5.9ft	High-tide	Mid-high	16:00	14:00	0			1km	5	Partly-Cloudy	I did observe any Western Sandpipers during the entire survey	
160		This sight is a sandy rocky flat with an abundance of sea lettuce that had recently washed up. There were Canada geese feeding on the lettuce while the sandpipers were picking through the sand.  				Binoculars-only		No activity						None				KALE2013818	Rippled	malcolm island kaleva rd	KALE		Online		low	low	Mid-low	Mid-low	18:30	16:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
161						Spotting scope		No activity						None				CROC2013817		Crockett's Lake	CROC		Online						12:00pm	10:00am				1km		Overcast	I saw at least 1 WESA during the survey	
162		"Our apologies for not being able to go out and observe on either Friday or Monday.
   We occupied the same location  Joe Sheldon used in he July count. We also used his methodology of block counting by 5."				Spotting scope		No activity		( a few small planes overhead)				None				CROC2013818		Crockett's Lake	CROC		Online						12:00pm	10:00am				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
163						Spotting scope		No activity						None				SJEN2013817	Calm	Jensens_S	SJEN		Online				High-tide	Mid-high	11:30	9:00				500m		Fog	I saw at least 1 WESA during the survey	
164		The COHA flew directly over group of 6 sandpipers at low height (~5m), but did not attack. COHA continued on into the woods when sandpipers spread out. Not sure if this should be considered an attack, as the COHA wasn't apparently chasing a sandpiper.			0	Spotting scope					DSCN8951 to DSCN8993	3		None				MAPL2013817	Rippled	Maplewood Flats	MAPL		Online		Mid-high to high-tide	Mid-tide	Mid-high	Mid-tide	15:40	13:00	3			1km	1	Partly-Cloudy	I saw at least 1 WESA during the survey	
165		"Tides that day: Low: 10.47 PDT; High: 17:53 (Port Moody); Light breeze; 

Observations for this date only from Obs. 2 (UTM: Zone 10; 500005N; 5461491E (5-6 m accuracy)

Too many field forms to consistently fill in - therefore mapping of sightings/tide line done only on one map."			0	Spotting scope						5		None				MAPL2013818	Rippled	Maplewood Flats	MAPL		Online		Mid-high to high-tide	Mid-tide	Mid-high	Mid-tide	16:15	13:40	0			1km	5	Overcast	I saw at least 1 WESA during the survey	
166		Observation plot flooded before the end of the survey time				Spotting scope		No activity						None				SJEN2013818	Calm	Jensens_S	SJEN		Online				High-tide	Mid-high	12:00	10:00				500m		Overcast	I saw at least 1 WESA during the survey	
167						Spotting scope				Paddle boarder				None				SJEN2013819		Jensens_S	SJEN		Online				High-tide	Mid-low	12:00	10:00				500m		Partly-Cloudy	I saw at least 1 WESA during the survey	
168		See the body of my eMail message.			2	Binoculars-only				Cessna 150	See eMail attachment to my report			None				ENBO2013817	Rippled	English Boom	ENBO		Online		unknown	unknown	High-tide	Mid-high	1600	1400	2			1km	6	Partly-Cloudy	I did observe any Western Sandpipers during the entire survey	
169					4	Spotting scope				Bikes: 5				None				SANM2013817	Calm	San Malo Bay	SANM		Online		3.9m	2.5m	Mid-high	Mid-tide	14:30	12:30				1km	6	Clear	I saw at least 1 WESA during the survey	
170		I was not able to submit my 9th observation. 15:30, Total count 17, direct, tide 1-3 m from shore, medium dense.			2	Spotting scope				Bikes: 9				None				SANM2013818	Rippled	San Malo Bay	SANM		Online		4.1m	2.5m	Mid-high	Mid-high	15:30	13:30				1km	10	Partly-Cloudy	I saw at least 1 WESA during the survey	
171		"A little proof reading is needed.
Why do we have to enter 'more data to enter' each time until the last couple of entries?"			1	Binoculars-only				This person and dog walked near the tide line on the lagoon side of the barrier beach.There are trails around the lagoon but mostly in forest, and I did not count walkers on the trails.	I took photos at the location but will not submit them unless requested. No adequate photos of birds were taken.			None				WITT2013817	Calm	Witty's Lagoon	WITT		Online		Low	Mid-low	Low-tide	Mid-low	9:30	07:00				1km	1	Partly-Cloudy	I saw at least 1 WESA during the survey	
172					5	Binoculars-only				"Walkers with the dogs remained on trails, but dogs entered survey area.

I presume the final question means ""did NOT observe"". I did not count any in the survey area but had a sighting outside the area. At 08:00 a flock of 7 small peeps flew over the site and disappeared. At 09:15, a flock of 8 small peeps flew over the area, briefly landed outside the survey area and flew out of sight up the lagoon."				None				WITT2013818	Rippled	Witty's Lagoon	WITT		Online				Low-tide	Mid-low	10:30	08:00				1km		Overcast	I did observe any Western Sandpipers during the entire survey	
173						Binoculars-only		No activity			Witty's Lagoon WESA survey positions.pdf (lower panel)			None				WITT2013819	Rippled	Witty's Lagoon	WITT		Online				Low-tide	Mid-low	11:30	09:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
174		"No WESA in my survey area.  Some just outside my area to the west.
Flocks of WESA flew by:  600 WESA flew W to E at 14:27, 13 WESA flew E to W at 14:47, 9 WESA flew E to W at 15:20, at 15:58, 50 + 55 + 10 WESA flew E to W"				Spotting scope		No activity						None				BB042013816	Calm	Boundary Bay 104 St	BB04		Online		3.8m	3.4m	High-tide	Mid-high	16:00	13:30		Glare	Haze	500m		Partly-Cloudy	I did not observe any Western Sandpipers during the entire survey	
175		"The extensive mud flats at this location are completely covered at a 7 ft tide (from Everett tide station).  Therefore we observed the excellent shallow ponds. The middle pond at an 8-10 ft tide is just the right depth for the WESA.  The North and South ponds are a bit too deep.

The mud flats should be good for the study at a 5.5 to 7 ft tide (from the Everett tide station).  This would be at about 4 hrs prior to high tide."				Spotting scope		No activity		8 other birders came and went				None				EIDE2013818	Choppy	Leque Island	EIDE		Online		10 ft (high)	8	High-tide	Mid-high	16:00	14:00				1km		Partly-Cloudy	I saw at least 1 WESA during the survey	
176		"No WESA landed in my area.  Saw 21 flocks of WESA fly by (details can be provided!).
A Juvenile PEFA sat on a log in the water 10 m in front of me for 25 min.  It watched 15 small flocks of WESA fly by.  Then, when a flock of 500 WESA flew by it took off after them.  Very exciting!!
The PEFA was flying around in the flock of 500 WESA and I saw it isolate a sandpiper 2x (therefore I said 2 - 5 attempts). I did not see the end of the attack as they flew out of sight to the west.   Therefore it is unknown if the attack was successful."				Spotting scope		No activity			"photo of juvenile PEFA on log in water, before it launched an attack!
Photo #313"			None				BB042013817	Rippled	Boundary Bay 104 St	BB04		Online		3.9m	3.2m	High-tide	Mid-high	16:15	13:45			Haze	1km		Overcast	I did not observe any Western Sandpipers during the entire survey	
